455, 44,  Self-emp-not-inc
456, 40,  Private
457, 30,  Private
458, 38,  Private
459, 23,  Private
460, 32,  ?
461, 44,  Private
462, 54,  Local-gov
463, 32,  Private
464, 50,  Private
465, 24,  Private
466, 37,  Private
467, 52,  Private
468, 38,  Private
469, 49,  Private
470, 30,  Private
471, 60,  Private
472, 22,  ?
473, 35,  Private
474, 30,  Private
475, 67,  Private
476, 46,  Private
477, 17,  Private
478, 22,  Private
479, 27,  Private
480, 23,  Private
481, 33,  Private
482, 43,  Self-emp-not-inc
483, 28,  State-gov
484, 41,  Private
485, 52,  ?
486, 25,  Private
487, 63,  ?
488, 59,  Local-gov
489, 45,  Local-gov
490, 38,  Private
491, 40,  Private
492, 46,  Federal-gov
493, 35,  Private
494, 34,  Private
495, 33,  Private
496, 41,  Private
497, 20,  Private
498, 23,  Private
499, 26,  Private
500, 72,  ?
501, 23,  Local-gov
502, 62,  Local-gov
503, 52,  Private
504, 58,  Private
505, 25,  Private
506, 24,  Private
507, 19,  Private
508, 43,  Private
509, 47,  Local-gov
510, 39,  Private
511, 49,  Private
512, 53,  ?
513, 32,  Private
514, 34,  Private
515, 28,  Private
516, 57,  ?
517, 25,  Private
518, 20,  ?
519, 21,  ?
520, 34,  Private
521, 38,  Self-emp-inc
522, 50,  Private
523, 24,  Local-gov
524, 37,  Local-gov
525, 44,  Private
526, 28,  Private
527, 42,  Private
528, 74,  Private
529, 38,  Self-emp-not-inc
530, 44,  Self-emp-not-inc
531, 44,  Private
532, 26,  Private
533, 36,  Private
534, 41,  Private
535, 67,  Private
536, 39,  Local-gov
537, 57,  Private
538, 29,  Private
539, 31,  Self-emp-inc
540, 34,  ?
541, 44,  Private
542, 29,  Private
543, 30,  Private
544, 27,  Private
545, 27,  Private
546, 32,  Private
547, 58,  Private
548, 35,  Local-gov
549, 21,  Private
550, 28,  Private
551, 46,  Self-emp-not-inc
552, 36,  Self-emp-not-inc
553, 72,  Private
554, 35,  Private
555, 33,  Federal-gov
556, 69,  Private
557, 35,  Private
558, 31,  Private
559, 34,  Private
560, 30,  Private
561, 28,  Private
562, 54,  Private
563, 47,  Private
564, 24,  Private
565, 52,  Self-emp-not-inc
566, 20,  Private
567, 43,  Self-emp-inc
568, 45,  Private
569, 29,  Self-emp-not-inc
570, 47,  Private
571, 24,  Private
572, 51,  Private
573, 17,  Private
574, 37,  Private
575, 27,  Private
576, 29,  Private
577, 18,  ?
578, 36,  Self-emp-not-inc
579, 58,  Local-gov
580, 26,  Self-emp-not-inc
581, 65,  ?
582, 57,  Private
583, 59,  Private
584, 27,  Private
585, 31,  Self-emp-not-inc
586, 21,  Private
587, 29,  Private
588, 18,  Private
589, 52,  Private
590, 57,  Self-emp-inc
591, 42,  ?
592, 55,  ?
593, 60,  Private
594, 31,  Private
595, 23,  Private
596, 27,  Private
597, 23,  ?
598, 42,  Self-emp-not-inc
599, 25,  Private
600, 49,  Private
601, 32,  Private
602, 19,  Private
603, 60,  Private
604, 42,  Local-gov
605, 35,  Self-emp-not-inc
606, 48,  Private
607, 51,  Private
608, 29,  Private
609, 36,  Local-gov
610, 17,  Private
611, 52,  Private
612, 24,  Private
613, 24,  Private
614, 26,  Local-gov
615, 27,  Private
616, 39,  Private
617, 30,  Private
618, 50,  Self-emp-not-inc
619, 52,  Self-emp-inc
620, 46,  Private
621, 23,  Private
622, 45,  Private
623, 65,  Private
624, 29,  Private
625, 47,  Private
626, 30,  Private
627, 34,  Private
628, 38,  Self-emp-not-inc
629, 33,  Private
630, 49,  Private
631, 47,  Self-emp-not-inc
632, 49,  Local-gov
633, 43,  Private
634, 30,  Private
635, 58,  Self-emp-not-inc
636, 19,  Private
637, 21,  Private
638, 33,  Private
639, 47,  Self-emp-inc
640, 52,  Self-emp-not-inc
641, 26,  Private
642, 60,  Private
643, 21,  Private
644, 36,  Private
645, 31,  Private
646, 50,  Self-emp-inc
647, 31,  Local-gov
648, 71,  Private
649, 58,  ?
650, 30,  State-gov
651, 20,  Private
652, 24,  Private
653, 35,  Private
654, 38,  State-gov
655, 27,  Private
656, 29,  State-gov
657, 70,  ?
658, 34,  Private
659, 44,  Private
660, 43,  Private
661, 44,  Self-emp-not-inc
662, 35,  Private
663, 27,  Private
664, 43,  Local-gov
665, 20,  Private
666, 42,  Private
667, 27,  State-gov
668, 42,  Private
669, 20,  ?
670, 24,  Private
671, 48,  Federal-gov
672, 17,  ?
673, 17,  Self-emp-not-inc
674, 33,  Private
675, 50,  Self-emp-inc
676, 22,  Private
677, 17,  Private
678, 32,  Private
679, 31,  Private
680, 58,  Self-emp-not-inc
681, 29,  Local-gov
682, 37,  Private
683, 34,  Self-emp-not-inc
684, 23,  Local-gov
685, 18,  State-gov
686, 34,  Private
687, 66,  ?
688, 45,  Local-gov
689, 41,  Private
690, 26,  Private
691, 54,  Local-gov
692, 24,  Private
693, 42,  Private
694, 20,  Private
695, 23,  State-gov
696, 25,  ?
697, 35,  Private
698, 31,  Private
699, 30,  Private
700, 19,  Private
701, 36,  Local-gov
702, 31,  Private
703, 21,  Private
704, 31,  Self-emp-not-inc
705, 46,  Private
706, 44,  Private
707, 40,  Private
708, 45,  Private
709, 60,  Private
710, 18,  Private
711, 28,  Private
712, 36,  Private
713, 36,  Private
714, 40,  Private
715, 36,  Local-gov
716, 31,  Private
717, 33,  Private
718, 19,  State-gov
719, 22,  Private
720, 34,  Private
721, 33,  Private
722, 41,  Private
723, 29,  Private
724, 50,  Local-gov
725, 42,  Private
726, 43,  Private
727, 44,  Private
728, 20,  Private
729, 31,  Private
730, 65,  Self-emp-not-inc
731, 23,  Private
732, 55,  Private
733, 26,  Private
734, 25,  Private
735, 45,  ?
736, 35,  Private
737, 36,  Private
738, 43,  State-gov
739, 56,  Private
740, 42,  Private
741, 19,  Private
742, 55,  Self-emp-not-inc
743, 42,  Private
744, 26,  Private
745, 17,  Private
746, 42,  Local-gov
747, 55,  Private
748, 32,  Private
749, 29,  Private
750, 46,  State-gov
751, 29,  State-gov
752, 22,  Private
753, 58,  Self-emp-not-inc
754, 23,  Private
755, 39,  Private
756, 27,  Private
757, 54,  Private
758, 33,  Local-gov
759, 46,  Federal-gov
760, 37,  Private
761, 36,  Private
762, 59,  Local-gov
763, 34,  Local-gov
764, 53,  Self-emp-inc
765, 51,  Private
766, 32,  Private
767, 31,  State-gov
768, 22,  Private
769, 47,  Self-emp-not-inc
770, 32,  Private
771, 26,  Private
772, 37,  Private
773, 31,  Private
774, 37,  Private
775, 55,  Private
776, 23,  Local-gov
777, 36,  Private
778, 34,  Private
779, 43,  Private
780, 54,  Private
781, 43,  State-gov
782, 28,  Private
783, 40,  Private
784, 41,  Self-emp-not-inc
785, 40,  Private
786, 42,  Private
787, 61,  Self-emp-not-inc
788, 18,  Private
789, 59,  ?
790, 21,  ?
791, 48,  Private
792, 41,  Self-emp-inc
793, 18,  ?
794, 23,  Private
795, 60,  Private
796, 22,  Private
797, 61,  Private
798, 25,  Private
799, 46,  Private
800, 43,  Private
801, 43,  Private
802, 24,  Private
803, 68,  Self-emp-not-inc
804, 31,  Private
805, 17,  Private
806, 32,  Private
807, 50,  ?
808, 33,  Private
809, 64,  Private
810, 20,  Private
811, 30,  Private
812, 22,  ?
813, 43,  Private
814, 22,  Private
815, 17,  Private
816, 47,  Self-emp-not-inc
817, 41,  Private
818, 56,  Private
819, 64,  Private
820, 47,  Private
821, 48,  Private
822, 31,  Private
823, 29,  Private
824, 30,  Private
825, 32,  Private
826, 57,  Private
827, 62,  Private
828, 39,  Private
829, 43,  Private
830, 24,  Self-emp-inc
831, 42,  ?
832, 53,  Private
833, 26,  Private
834, 73,  Self-emp-not-inc
835, 72,  ?
836, 55,  Private
837, 25,  Private
838, 41,  Private
839, 24,  Private
840, 63,  Private
841, 17,  Private
842, 35,  Private
843, 51,  Private
844, 62,  Local-gov
845, 55,  Private
846, 43,  Private
847, 40,  Local-gov
848, 37,  Private
849, 39,  Private
850, 31,  Private
851, 61,  Private
852, 26,  Private
853, 46,  Self-emp-not-inc
854, 26,  Private
855, 48,  State-gov
856, 34,  Private
857, 34,  Local-gov
858, 59,  Private
859, 34,  Private
860, 49,  Private
861, 18,  Private
862, 43,  Private
863, 48,  Private
864, 28,  Self-emp-inc
865, 33,  Private
866, 24,  Private
867, 21,  Private
868, 17,  Private
869, 39,  Private
870, 29,  Self-emp-not-inc
871, 44,  Private
872, 24,  Private
873, 71,  Self-emp-not-inc
874, 51,  Self-emp-not-inc
875, 55,  Private
876, 41,  Private
877, 23,  Private
878, 38,  Private
879, 39,  Private
880, 19,  Private
881, 49,  Private
882, 32,  Private
883, 27,  Private
884, 38,  Private
885, 33,  Private
886, 63,  ?
887, 23,  Private
888, 33,  Self-emp-inc
889, 54,  Self-emp-not-inc
890, 29,  Private
891, 48,  ?
892, 35,  Self-emp-not-inc
893, 28,  Private
894, 37,  Private
895, 42,  Self-emp-not-inc
896, 40,  Private
897, 47,  Private
898, 22,  Private
899, 30,  Private
900, 28,  Private
901, 63,  Local-gov
902, 51,  Self-emp-not-inc
903, 22,  Private
904, 27,  ?
905, 35,  Private
906, 46,  Private
907, 37,  Private
908, 24,  Private
909, 37,  Self-emp-not-inc
910, 53,  Private
911, 27,  Private
912, 38,  Private
913, 53,  Self-emp-not-inc
914, 34,  Private
915, 23,  Private
916, 39,  Private
917, 43,  Private
918, 67,  Self-emp-inc
919, 81,  Self-emp-not-inc
920, 21,  Private
921, 23,  Private
922, 25,  Private
923, 42,  Private
924, 38,  Private
925, 64,  ?
926, 32,  Private
927, 37,  Private
928, 51,  Private
929, 22,  Private
930, 33,  Private
931, 42,  Private
932, 19,  ?
933, 51,  Local-gov
934, 23,  Private
935, 37,  Private
936, 37,  Private
937, 47,  Private
938, 41,  Private
939, 33,  Private
940, 31,  Private
941, 31,  Private
942, 35,  Private
943, 38,  Self-emp-inc
944, 18,  Private
945, 20,  Private
946, 54,  Local-gov
947, 40,  Private
948, 36,  Self-emp-inc
949, 43,  Private
950, 44,  Self-emp-not-inc
951, 44,  State-gov
952, 43,  Private
953, 51,  Private
954, 18,  Private
955, 51,  Private
956, 41,  Private
957, 44,  Self-emp-inc
958, 33,  Local-gov
959, 33,  Self-emp-not-inc
960, 42,  Private
961, 25,  Private
962, 32,  Private
963, 32,  Private
964, 36,  Private
965, 28,  Private
966, 20,  Private
967, 35,  Self-emp-inc
968, 55,  Self-emp-not-inc
969, 48,  Private
970, 36,  ?
971, 34,  Private
972, 28,  Private
973, 67,  Private
974, 37,  Private
975, 44,  Private
976, 25,  Private
977, 21,  Private
978, 40,  State-gov
979, 78,  Private
980, 34,  Private
981, 49,  Private
982, 22,  Private
983, 23,  ?
984, 60,  Self-emp-not-inc
985, 45,  Local-gov
986, 63,  Private
987, 41,  Private
988, 47,  Private
989, 44,  Private
990, 51,  Private
991, 46,  Private
992, 41,  Private
993, 50,  Self-emp-not-inc
994, 47,  Private
995, 35,  Private
996, 56,  Private
997, 45,  Private
998, 48,  Federal-gov
999, 40,  Private
1000, 39,  Self-emp-inc
1001, 20,  Private
1002, 50,  Private
1003, 38,  State-gov
1004, 23,  Local-gov
1005, 31,  Private
1006, 58,  Private
1007, 66,  Private
1008, 39,  Self-emp-inc
1009, 54,  Self-emp-not-inc
1010, 26,  Private
1011, 51,  Private
1012, 34,  Private
1013, 50,  Private
1014, 42,  Private
1015, 38,  Private
1016, 48,  Private
1017, 33,  Private
1018, 51,  Private
1019, 22,  Private
1020, 19,  ?
1021, 41,  Private
1022, 48,  Local-gov
1023, 42,  Private
1024, 34,  Private
1025, 23,  Private
1026, 56,  Private
1027, 30,  Private
1028, 45,  Private
1029, 48,  Private
1030, 48,  Self-emp-inc
1031, 31,  Private
1032, 20,  State-gov
1033, 27,  Private
1034, 32,  Private
1035, 76,  ?
1036, 19,  ?
1037, 66,  Self-emp-inc
1038, 37,  Private
1039, 34,  Private
1040, 34,  ?
1041, 90,  Private
1042, 23,  Private
1043, 43,  Private
1044, 44,  Private
1045, 24,  Private
1046, 28,  Private
1047, 64,  ?
1048, 23,  Private
1049, 20,  Private
1050, 36,  Private
1051, 61,  Private
1052, 53,  Self-emp-not-inc
1053, 30,  Private
1054, 52,  Self-emp-not-inc
1055, 38,  Private
1056, 32,  Private
1057, 30,  Self-emp-not-inc
1058, 41,  Private
1059, 49,  Local-gov
1060, 45,  Private
1061, 43,  Self-emp-not-inc
1062, 61,  Private
1063, 54,  Private
1064, 34,  Private
1065, 49,  Private
1066, 38,  Private
1067, 35,  Private
1068, 36,  Private
1069, 30,  Private
1070, 36,  Private
1071, 22,  Local-gov
1072, 38,  Private
1073, 37,  Private
1074, 48,  State-gov
1075, 17,  Private
1076, 19,  Self-emp-not-inc
1077, 27,  Private
1078, 22,  Private
1079, 49,  Private
1080, 43,  State-gov
1081, 43,  Private
1082, 19,  Local-gov
1083, 58,  Self-emp-not-inc
1084, 41,  Local-gov
1085, 31,  Private
1086, 30,  Private
1087, 32,  Private
1088, 29,  Private
1089, 42,  Private
1090, 38,  Private
1091, 41,  Federal-gov
1092, 44,  Self-emp-not-inc
1093, 31,  Private
1094, 34,  Private
1095, 21,  Private
1096, 22,  Self-emp-not-inc
1097, 62,  Private
1098, 19,  ?
1099, 29,  Self-emp-inc
1100, 43,  Private
1101, 68,  ?
1102, 45,  Self-emp-inc
1103, 39,  Self-emp-inc
1104, 41,  Private
1105, 34,  Self-emp-not-inc
1106, 34,  Local-gov
1107, 31,  Private
1108, 29,  Private
1109, 41,  Private
1110, 41,  Private
1111, 35,  Self-emp-inc
1112, 33,  Private
1113, 37,  State-gov
1114, 69,  Private
1115, 34,  Private
1116, 60,  Self-emp-inc
1117, 36,  Private
1118, 41,  Private
1119, 58,  Local-gov
1120, 53,  Private
1121, 29,  Private
1122, 45,  Federal-gov
1123, 34,  State-gov
1124, 36,  Private
1125, 48,  Private
1126, 20,  Private
1127, 35,  Private
1128, 63,  Federal-gov
1129, 41,  Self-emp-not-inc
1130, 28,  Private
1131, 30,  Private
1132, 34,  ?
1133, 31,  Private
1134, 37,  Private
1135, 42,  ?
1136, 31,  Private
1137, 46,  Self-emp-not-inc
1138, 35,  Federal-gov
1139, 27,  Private
1140, 41,  Private
1141, 19,  Private
1142, 20,  Private
1143, 59,  Federal-gov
1144, 40,  Private
1145, 56,  Self-emp-not-inc
1146, 33,  Private
1147, 30,  Self-emp-inc
1148, 46,  Private
1149, 61,  Self-emp-inc
1150, 50,  Self-emp-inc
1151, 25,  Private
1152, 40,  Private
1153, 24,  ?
1154, 51,  Private
1155, 43,  State-gov
1156, 34,  Private
1157, 46,  Private
1158, 28,  State-gov
1159, 26,  Private
1160, 20,  Private
1161, 44,  Private
1162, 51,  Private
1163, 33,  Private
1164, 54,  Private
1165, 50,  Private
1166, 33,  Private
1167, 65,  Private
1168, 22,  ?
1169, 88,  Self-emp-not-inc
1170, 40,  Private
1171, 51,  Private
1172, 50,  Private
1173, 25,  Private
1174, 20,  Private
1175, 47,  Private
1176, 58,  ?
1177, 22,  Private
1178, 50,  State-gov
1179, 47,  Private
1180, 24,  Local-gov
1181, 50,  ?
1182, 40,  Private
1183, 36,  Private
1184, 32,  Private
1185, 44,  Private
1186, 51,  ?
1187, 59,  Federal-gov
1188, 65,  Private
1189, 24,  State-gov
1190, 27,  Local-gov
1191, 51,  Private
1192, 48,  Private
1193, 39,  Private
1194, 28,  Private
1195, 19,  Private
1196, 49,  Local-gov
1197, 51,  Local-gov
1198, 59,  Private
1199, 18,  Private
1200, 50,  Private
1201, 45,  Federal-gov
1202, 30,  Local-gov
1203, 37,  Private
1204, 44,  Private
1205, 33,  Private
1206, 61,  Self-emp-inc
1207, 61,  Local-gov
1208, 38,  Private
1209, 22,  ?
1210, 36,  Private
1211, 44,  Self-emp-inc
1212, 37,  Private
1213, 31,  Private
1214, 54,  Private
1215, 20,  Private
1216, 63,  ?
1217, 48,  Self-emp-not-inc
1218, 33,  ?
1219, 31,  Private
1220, 38,  Private
1221, 45,  Self-emp-not-inc
1222, 48,  Private
1223, 53,  Private
1224, 55,  Private
1225, 38,  Private
1226, 29,  Private
1227, 36,  Private
1228, 42,  Self-emp-not-inc
1229, 50,  Private
1230, 75,  Self-emp-not-inc
1231, 46,  Private
1232, 52,  Federal-gov
1233, 27,  Private
1234, 43,  Private
1235, 31,  Private
1236, 23,  Private
1237, 34,  Private
1238, 41,  Self-emp-not-inc
1239, 31,  Private
1240, 42,  Private
1241, 35,  Private
1242, 55,  Private
1243, 36,  State-gov
1244, 65,  Self-emp-not-inc
1245, 38,  Local-gov
1246, 62,  Private
1247, 54,  Self-emp-inc
1248, 49,  Private
1249, 34,  Private
1250, 32,  Private
1251, 51,  Self-emp-inc
1252, 48,  Self-emp-not-inc
1253, 30,  Private
1254, 52,  Federal-gov
1255, 28,  Self-emp-not-inc
1256, 29,  Private
1257, 38,  Private
1258, 57,  Private
1259, 43,  Federal-gov
1260, 37,  State-gov
1261, 30,  Private
1262, 53,  Private
1263, 69,  ?
1264, 73,  Private
1265, 22,  Self-emp-inc
1266, 31,  Private
1267, 38,  Private
1268, 50,  Self-emp-not-inc
1269, 37,  Private
1270, 44,  Local-gov
1271, 47,  Private
1272, 27,  Private
1273, 28,  Private
1274, 25,  Private
1275, 20,  Private
1276, 51,  Local-gov
1277, 46,  Private
1278, 67,  Private
1279, 47,  Private
1280, 42,  Private
1281, 52,  Private
1282, 42,  Federal-gov
1283, 65,  ?
1284, 21,  Private
1285, 50,  Private
1286, 46,  Private
1287, 47,  Self-emp-not-inc
1288, 57,  Private
1289, 37,  Private
1290, 50,  Private
1291, 58,  ?
1292, 63,  Self-emp-not-inc
1293, 39,  Private
1294, 46,  Private
1295, 36,  Private
1296, 26,  Private
1297, 21,  Private
1298, 41,  Private
1299, 44,  Local-gov
1300, 22,  Private
1301, 29,  Federal-gov
1302, 29,  Private
1303, 58,  Self-emp-inc
1304, 36,  Self-emp-not-inc
1305, 30,  Private
1306, 37,  Private
1307, 29,  Private
1308, 26,  Private
1309, 43,  Private
1310, 49,  Private
1311, 45,  Federal-gov
1312, 28,  Private
1313, 20,  ?
1314, 51,  Private
1315, 32,  Private
1316, 24,  Private
1317, 35,  Private
1318, 35,  ?
1319, 41,  State-gov
1320, 48,  Private
1321, 61,  Local-gov
1322, 20,  Private
1323, 27,  Private
1324, 55,  Private
1325, 39,  Private
1326, 17,  ?
1327, 47,  Private
1328, 52,  Private
1329, 24,  Private
1330, 29,  Private
1331, 25,  Private
1332, 20,  Private
1333, 23,  Private
1334, 57,  Private
